status,url_length,digits_len,num_subdomains,domain_length,path_length,uses_https,count_hyphens,count_at,count_dots,suspicious_words,special_char_count,shannon_entropy
0,80,5,1,17,56,0,5,0,3,0,14,4.476441577715048
0,30,0,0,22,1,0,0,0,1,0,5,3.8444138295776114
0,28,0,1,20,0,1,1,0,2,0,6,3.869331261111519
1,21,0,1,14,0,0,0,0,2,0,5,3.5944656369614516
1,24,2,0,5,12,0,0,0,1,0,5,3.9072682296173897
1,26,0,0,11,7,1,0,0,1,0,6,3.5654483718208247
1,46,0,0,15,24,0,0,0,2,1,8,4.346627923721847
1,63,0,2,22,34,0,0,0,3,0,11,4.169907163770267
0,22,0,1,15,0,0,0,0,2,0,5,4.004886164091842
0,84,1,1,17,60,0,8,0,2,0,16,4.357401315553894
0,70,0,1,16,47,0,3,0,2,0,10,4.26292297531505
1,31,1,1,22,1,1,0,0,2,0,6,3.821311940104173
1,45,0,3,28,10,0,0,0,5,0,9,4.064323519495731
1,119,11,0,25,86,1,8,0,1,0,16,5.02390864342305
1,58,23,1,18,33,0,0,0,2,0,6,4.730669305726637
1,121,18,4,46,20,0,0,0,5,3,19,4.698505385603668
0,53,0,1,17,28,1,1,0,3,0,10,4.126149643439027
1,21,3,0,6,8,0,0,0,1,0,5,3.844232898763191
1,186,50,1,16,163,0,2,0,2,2,22,5.044006220356482
0,51,0,1,28,16,0,3,0,3,0,10,4.105495871417869
0,22,0,1,13,1,1,0,0,2,0,6,3.5726236638951634
1,41,2,1,24,10,0,2,0,3,1,9,4.3570751751387204
1,124,25,3,50,19,0,1,0,4,3,18,4.865301154265588
0,30,0,1,22,1,0,0,0,2,0,6,3.6314018453921717
0,60,1,1,35,18,0,0,0,2,0,8,4.272638721469997
1,124,20,3,50,19,0,1,0,4,3,18,4.680160671099857
1,75,19,0,14,53,1,0,0,1,0,8,4.595783198295147
0,19,0,1,10,1,1,0,0,2,0,6,3.3263604079526936
1,123,0,0,17,61,0,1,1,5,0,20,4.490841428928976
1,65,10,1,29,29,0,1,0,2,0,9,4.622464452110132
0,38,0,1,30,1,0,0,0,2,0,6,4.113206053476118
0,73,6,0,11,55,0,5,0,1,0,12,4.34938668359259
0,44,2,1,14,22,1,1,0,2,0,9,4.325924732707133
0,57,0,1,35,15,0,0,0,2,0,7,4.261528059510409
0,37,0,1,28,1,1,2,0,2,0,8,4.046762824854522
1,51,0,1,25,18,1,1,0,3,0,9,4.272737538339062
1,103,5,1,31,65,0,1,0,2,1,14,4.53486329167207
1,28,0,1,19,1,1,0,0,2,0,6,3.7534343861887844
1,59,8,1,37,15,0,0,0,2,0,7,4.6727434224931255
1,33,0,0,16,9,1,1,0,1,0,7,3.8212266049160206
0,64,9,1,18,38,1,1,0,4,0,14,4.7867384298164914
0,88,0,1,14,66,1,0,0,2,0,13,4.237103352130045
1,107,16,1,19,81,0,1,0,2,0,14,4.488198040206332
0,79,0,1,19,53,0,5,0,2,0,13,4.149566897867374
1,35,1,0,12,15,1,2,0,1,0,8,4.307714802597437
0,44,0,1,13,24,0,1,0,2,0,8,4.146376220664175
0,57,0,1,16,33,1,0,0,3,0,10,4.49711868982408
0,35,0,2,27,1,0,0,0,3,0,7,3.992870516635899
1,30,1,0,11,12,0,0,0,2,0,6,3.8980685120588383
0,32,0,1,23,1,1,0,0,2,0,6,4.155639062229566
1,48,0,1,39,1,1,1,0,2,0,7,4.066340563438216
1,36,0,0,11,18,0,0,0,2,1,7,3.7317461816973854
0,66,0,0,14,45,0,2,0,1,0,9,4.086325188794539
1,114,0,1,21,61,0,1,1,5,0,20,4.513020726143366
1,72,0,0,27,38,0,0,0,1,0,12,4.666064849014045
1,39,0,1,17,15,0,0,0,2,0,8,4.111698692943855
1,55,34,2,15,33,0,0,0,3,0,7,4.0976622783587
0,28,0,1,20,1,0,0,0,2,0,6,3.753434386188785
1,79,10,1,13,58,1,1,0,3,0,15,4.761395033848441
0,34,0,1,16,10,1,0,0,2,0,7,4.157767533178668
1,27,0,1,17,3,0,1,0,2,0,8,3.8100810205217313
0,51,0,1,15,29,0,6,0,2,0,12,4.358823019232458
0,63,0,1,13,42,1,6,0,2,0,12,4.350240344705981
1,35,0,2,27,1,0,1,0,3,1,8,4.085588016574085
0,27,0,1,18,1,1,0,0,2,0,6,3.9302703722934544
0,31,0,1,22,1,1,1,0,2,0,7,4.018081793978685
0,36,0,1,29,0,0,0,0,2,0,5,4.037844793048882
1,34,0,0,13,14,0,0,0,1,0,7,3.8780682683455234
1,32,3,1,25,0,0,0,0,2,0,5,4.015319531114783
1,54,4,3,26,21,0,0,0,4,0,12,4.217488427929138
1,43,1,3,35,1,0,1,0,4,0,9,4.330464394730848
1,78,1,1,29,18,0,0,0,3,0,13,4.716456110593722
0,46,0,1,17,22,0,1,0,2,0,8,4.072930304900479
1,118,15,3,42,19,0,0,0,4,3,17,4.624664204263201
0,30,0,1,22,1,0,0,0,2,0,6,3.964735178725505
1,128,19,3,50,20,1,1,0,4,3,19,4.778975004350157
1,58,0,0,16,35,0,3,0,1,1,12,4.196247539824059
1,40,0,1,24,9,0,1,0,3,1,8,4.165311532225102
1,126,25,3,50,20,1,1,0,4,3,19,4.74957757235352
0,20,0,1,11,2,0,0,0,2,0,7,3.3841837197791884
1,63,7,0,15,12,1,0,1,2,0,11,4.6495221379166685
1,92,8,1,36,48,1,1,0,2,0,11,4.6740811521900305
0,29,0,1,21,1,0,0,0,2,0,6,3.83127625337525
0,63,7,1,27,29,0,0,0,3,0,14,4.528734193877989
0,54,0,1,21,25,1,0,0,2,0,10,4.3425789372284616
0,61,0,1,31,23,0,1,0,2,0,8,4.052566435427009
1,66,0,0,12,23,0,1,1,3,1,13,4.395757756472474
1,33,0,1,25,1,0,0,0,2,1,6,3.861983513035609
0,90,1,2,19,6,1,0,0,3,0,16,4.690418136669026
1,114,24,1,26,81,0,2,0,3,0,15,4.809367567070502
1,70,3,1,16,46,1,1,0,2,0,11,4.943658467520811
0,41,3,1,11,22,1,0,0,2,0,9,4.210733711724087
0,33,0,1,15,10,1,0,0,2,0,7,3.7556266947226713
0,77,0,1,22,48,0,0,0,3,0,11,4.458571613198559
1,79,15,1,14,34,0,0,0,2,0,10,4.722845900207722
1,96,19,0,14,75,0,1,0,2,1,12,4.72175394404805
0,49,0,1,18,24,0,2,0,2,0,10,4.3853459470228096
0,106,4,1,14,85,0,1,0,3,0,15,4.945383044771758
1,73,0,1,29,36,1,1,0,2,2,11,4.382534704196496
1,53,6,3,36,10,0,2,0,5,0,11,4.244838210523052
0,30,0,1,22,1,0,0,0,2,0,6,3.8444138295776114
1,28,4,1,19,1,1,0,0,2,0,6,3.695947226387471
1,50,11,2,14,29,0,1,0,4,0,12,4.353269689515107
1,41,0,3,21,13,0,0,0,5,0,10,3.8275750301497777
0,27,0,1,18,1,1,0,0,2,0,6,3.754163427768881
0,25,0,1,17,1,0,0,0,2,0,6,3.5932696895151084
1,86,36,1,21,15,0,1,0,2,0,11,4.385986117816918
1,48,5,1,17,12,1,0,0,3,0,9,4.672995052579131
0,34,0,1,26,1,0,2,0,2,0,8,4.160704752887783
0,32,0,0,11,13,1,0,0,1,0,6,4.179229296672174
1,123,7,1,26,80,1,2,0,2,0,19,5.2711473840304315
0,59,0,1,26,26,0,1,0,3,0,8,4.479355125303006
1,27,0,1,18,1,1,1,0,2,0,7,3.9582291686698787
0,18,0,1,9,1,1,0,0,2,0,6,3.419381945646371
0,63,0,0,21,35,0,0,0,1,0,9,4.404622678743983
0,109,0,1,23,13,1,8,0,2,0,17,4.350780225285777
1,51,0,0,16,28,0,0,0,2,0,7,3.981467872216055
0,102,0,1,13,82,0,6,0,3,0,19,4.361376905438554
0,52,0,1,15,29,1,0,0,2,0,9,4.04820612273929
1,69,2,0,14,48,0,0,0,3,2,12,4.253259696367374
1,218,81,1,12,33,0,1,0,3,2,20,4.833825190632529
0,34,0,1,16,10,1,0,0,2,0,6,4.057476076289931
1,39,2,1,20,11,1,0,0,2,0,8,4.218488360543355
0,26,0,1,17,1,1,0,0,2,0,6,3.796217602590055
0,32,0,1,18,7,0,0,0,2,0,7,3.8667292966721747
1,158,1,1,38,81,0,7,0,4,6,27,4.682255486705228
1,58,0,1,13,38,0,0,0,2,0,6,4.032285901818422
0,57,0,1,16,34,0,4,0,3,0,11,4.052189033702152
1,243,62,1,25,36,0,1,0,14,0,42,5.084579315290475
1,77,23,0,23,47,0,0,0,1,0,7,4.757862282777997
1,130,21,4,54,19,0,1,0,5,3,19,4.8018941339091885
1,23,0,0,14,1,1,1,0,1,0,6,3.9361804341297555
1,43,0,0,24,12,0,0,0,1,0,7,3.856870720856423
1,119,18,3,42,20,0,0,0,4,3,18,4.826758594103221
0,43,0,1,15,6,1,0,0,2,0,8,4.460921149950309
0,30,0,1,22,1,0,0,0,2,0,6,4.12323142879762
1,41,0,2,23,9,1,1,0,3,0,10,3.790121211776855
0,24,0,1,15,1,1,0,0,2,0,6,4.053508854797679
1,41,0,1,13,21,0,0,0,2,0,8,4.275490346652224
0,35,0,1,26,1,1,0,0,2,0,6,4.207435516759525
1,40,0,2,26,7,0,0,0,3,0,8,3.875070520364181
1,33,3,1,14,11,1,0,0,2,0,6,4.369707376737534
0,48,0,1,17,24,0,0,0,3,0,10,4.3061275426950285
1,117,20,3,42,20,0,0,0,4,3,18,4.742333731065469
1,41,0,0,13,21,0,0,0,2,0,8,3.955504603267742
0,51,0,1,16,27,1,0,0,2,0,10,4.444401999165797
1,32,0,1,24,0,1,0,0,2,0,5,4.0511085007312415
0,54,2,1,24,23,0,1,0,2,0,10,4.194134262580249
0,27,0,1,18,1,1,0,0,2,0,6,3.8282375018429553
0,73,4,1,14,10,1,1,0,4,0,15,4.647791339287023
0,33,0,2,25,1,0,0,0,3,0,7,4.020926316000353
0,49,0,1,11,31,0,3,0,2,0,11,4.014635803423207
1,37,0,1,19,11,0,0,0,2,0,7,3.98555573008451
0,28,0,1,19,1,1,0,0,2,0,6,3.985228136034251
1,68,23,1,22,38,1,0,0,2,0,7,4.6841404594088605
1,91,8,1,36,48,0,1,0,2,0,11,4.6736504483533565
1,38,0,1,26,5,0,0,0,2,0,7,4.135699552746469
1,80,26,1,14,34,0,0,0,2,0,10,5.0549500144337225
1,125,18,3,50,20,0,1,0,4,3,19,4.790427514171856
0,43,0,1,35,1,0,2,0,2,0,8,4.106984383697434
1,50,1,0,17,26,0,1,0,2,1,9,4.183981820580905
0,23,0,1,14,1,1,0,0,2,0,6,3.6096684774198886
1,49,0,0,32,10,0,1,0,1,0,7,4.295746773031725
0,35,7,1,14,13,1,0,0,2,0,7,4.364857659740294
0,52,0,1,16,28,1,0,0,2,0,11,4.394359968893136
1,60,6,0,22,31,0,2,0,1,0,11,4.475385338743006
1,55,3,1,13,34,1,2,0,4,0,14,4.5198310228836736
1,125,18,3,50,19,1,1,0,4,3,18,4.757940930489369
1,111,23,0,15,89,0,1,0,2,0,14,4.680608300282755
0,111,4,1,17,87,0,5,0,2,1,18,4.379146203923059
1,87,21,1,16,64,0,0,0,3,0,10,4.802597122511202
1,25,0,0,17,1,0,0,0,1,0,5,3.64307418942857
1,54,10,1,18,29,0,1,0,2,0,9,4.572030039553706
0,29,0,1,20,1,1,0,0,2,0,6,4.21126073643228
1,98,27,1,26,65,0,2,0,2,0,14,4.826223625395555
1,86,31,2,19,60,0,0,0,4,0,9,4.834289575392974
0,37,6,1,16,13,1,0,0,2,0,8,4.206225920256958
1,57,0,0,14,36,0,1,0,1,0,10,4.281215067254662
1,86,10,1,23,55,1,1,0,3,0,15,4.817220609993433
1,50,2,0,16,27,0,0,0,3,0,8,4.0231449409815765
0,24,0,1,15,1,1,1,0,2,0,7,3.740601562950723
0,72,0,0,17,47,1,3,0,1,0,10,4.185646925878171
0,33,0,1,24,1,1,0,0,2,0,6,3.8471282101364253
1,33,0,0,19,7,0,0,0,2,0,6,3.8848588918890474
1,40,1,1,20,12,1,0,0,3,0,7,4.189822782008755
1,30,0,1,15,7,1,0,0,2,0,7,3.8150610122030693
1,81,24,1,19,55,0,0,0,2,0,10,4.590902435937116
0,56,0,1,16,32,1,0,0,2,0,10,4.179524288199184
1,73,0,0,14,52,0,2,0,3,0,13,4.310721436591319
0,47,0,1,12,28,0,2,0,2,0,9,4.128640979153087
0,84,14,1,11,66,0,0,0,3,0,17,4.609712817494296
1,85,28,2,18,60,0,0,0,4,0,9,5.000279906598674
1,42,0,1,34,0,1,0,0,2,0,5,4.061976875613827
0,100,0,1,31,62,0,6,0,2,0,13,4.30276758724151
0,94,0,1,21,65,1,1,0,2,0,15,4.654657577037545
1,59,0,1,10,41,0,1,0,3,0,11,4.258530508971985
0,27,0,1,18,1,1,0,0,2,0,6,3.6060152796207325
1,65,5,4,57,1,0,0,0,5,1,9,4.346831421942539
0,33,1,0,12,13,1,1,0,1,0,6,4.066677073707229
0,29,0,2,20,1,1,0,0,3,0,7,4.0472990984266435
0,24,0,1,16,1,0,0,0,2,0,6,3.6572682296173893
1,103,23,0,15,81,0,1,0,1,0,13,4.641652261502333
0,39,0,1,16,15,1,0,0,2,0,6,4.265544846790009
0,91,0,0,11,73,0,6,0,2,0,14,4.141345216068397
0,43,0,1,16,19,1,0,0,2,0,8,4.190929511009918
0,30,0,1,21,1,1,0,0,2,1,6,3.5647351787255053
0,45,7,1,26,1,0,0,0,2,0,8,4.463749485074332
1,22,0,0,12,3,0,0,0,1,0,6,3.7321588913645694
1,32,3,1,23,1,1,0,0,2,0,6,3.952819531114783
0,38,0,1,30,1,0,0,0,2,0,6,4.1615008683082095
0,59,0,1,25,27,0,0,0,3,0,9,4.198604974170462
1,62,0,1,29,26,0,0,0,4,1,10,4.340662439139975
0,61,5,0,13,41,0,3,0,1,0,11,4.465424583706261
1,37,0,0,10,20,0,0,0,2,0,8,3.969607339117404
0,62,0,0,12,8,1,0,0,1,0,10,4.179486231967407
0,31,0,1,16,8,0,0,0,2,0,7,3.7040386490267627
1,55,0,3,33,14,1,0,0,7,0,11,4.17854193318973
0,22,0,1,13,1,1,0,0,2,0,6,3.3908054820769817
0,50,0,1,23,19,1,1,0,2,0,8,4.161076880026371
1,29,0,0,13,9,0,0,0,1,1,7,3.935398667466763
1,31,3,1,20,4,0,0,0,2,0,7,4.0022680844408445
0,64,0,2,12,44,1,0,0,4,0,12,4.1811933125951875
0,41,0,1,16,17,1,0,0,2,0,8,4.326706577630513
1,46,9,1,21,18,0,0,0,2,0,8,4.363038521594966
1,65,2,1,15,15,1,0,0,2,0,15,4.943306805529724
0,61,0,1,17,37,0,3,0,3,0,10,4.263678575731557
1,78,15,1,14,34,0,0,0,2,0,10,4.812404103611211
1,58,3,3,24,26,1,0,1,5,0,10,4.403865539478651
0,39,0,1,30,1,1,2,0,2,0,8,4.070425860265988
1,37,0,3,30,0,0,0,0,4,0,7,4.162023973678587
1,36,0,1,15,14,0,0,0,2,0,8,4.173416585305445
0,53,8,0,12,34,0,2,0,1,0,11,4.416113144462624
0,32,0,1,24,1,0,0,0,2,0,6,3.8667292966721747
1,52,3,1,14,11,1,0,0,2,0,8,4.457570670389348
1,35,3,1,27,1,0,0,0,2,0,6,4.0331536461849575
1,164,10,0,24,22,0,1,0,2,0,14,5.212935410664421
1,48,1,1,23,18,0,0,0,3,1,9,4.230926699477595
0,99,1,1,25,67,0,3,0,3,0,14,4.305709956996594
0,83,0,1,31,44,1,1,0,3,0,11,4.21899473977402
1,54,0,0,16,31,0,0,0,2,0,9,4.0437092059799875
1,32,0,1,24,1,0,0,0,2,0,6,3.952819531114783
0,32,0,1,24,1,0,0,0,2,0,6,3.9917292966721747
1,121,20,4,46,19,1,0,0,5,3,18,4.759461073096665
1,54,0,1,18,29,0,0,0,3,0,9,4.16695035472172
1,51,0,1,10,33,1,2,0,3,0,13,4.4287798132416825
1,43,1,1,24,11,1,0,0,2,0,7,4.350342370830227
1,35,0,1,27,1,0,2,0,2,0,8,3.8785848023501837
1,55,1,3,29,19,0,1,0,5,0,11,4.242356024177493
0,53,2,1,19,27,0,0,0,2,0,8,4.350680483625633
0,57,0,1,16,33,1,0,0,2,0,10,4.279743961305428
0,32,0,1,24,1,0,0,0,2,0,6,3.9025182662886326
1,96,0,0,17,61,0,1,0,2,0,15,4.363020643854575
1,486,222,0,11,131,1,13,0,10,0,36,5.039394347688413
1,78,0,1,16,27,0,1,1,5,0,15,4.424278913080867
1,127,21,3,50,19,1,1,0,4,3,18,4.837324605675638
0,89,2,0,19,62,1,5,0,1,0,13,4.261442211929247
0,37,0,1,29,1,0,0,0,2,0,6,3.9696073391174043
0,59,0,1,31,21,0,0,0,2,0,7,4.094508203830187
0,71,4,1,14,49,1,3,0,2,0,13,4.21312802251359
0,54,13,1,17,12,0,0,0,3,0,9,4.476747687188399
0,59,4,2,21,31,0,0,0,4,0,11,4.524355498727642
0,51,0,1,16,28,0,2,0,3,0,9,4.161103647469069
1,76,1,1,21,48,0,1,0,2,0,13,4.408919376695454
0,61,9,1,21,15,1,0,0,2,0,11,4.391128370990859
0,29,0,1,21,1,0,0,0,2,0,6,3.8312762533752496
0,71,0,1,28,36,0,3,0,2,0,10,4.251703727741195
1,45,4,0,15,22,1,1,0,1,0,7,4.505974696849668
0,104,0,1,23,74,0,10,0,2,0,18,4.121342575855171
0,38,7,1,12,19,0,0,0,2,0,8,4.178738290204357
1,51,0,1,23,14,1,1,0,2,2,10,4.2187201363358575
0,85,0,1,21,56,1,1,0,2,0,14,4.58249332175854
0,34,0,1,26,1,0,0,0,2,0,6,3.8702840769781583
1,52,3,1,20,1,1,1,1,4,0,12,4.558438218424666
0,76,0,1,15,53,1,4,0,2,0,12,4.210834062057388
0,35,0,1,9,19,0,0,0,3,0,8,3.957295873840568
1,41,0,1,17,17,0,0,0,2,0,8,4.104281809855787
0,31,0,1,22,1,1,2,0,2,0,8,3.953565664946427
0,110,11,1,15,88,0,13,0,2,0,19,4.679719906317394
0,75,4,1,14,10,1,2,0,4,0,16,4.693371817214929
0,33,0,1,26,0,0,0,0,2,0,5,4.135303210267544
1,69,0,0,15,47,0,2,0,2,0,11,4.308103995335153
1,29,0,1,20,1,1,0,0,2,0,6,3.9952378913808873
0,32,0,1,23,1,1,1,0,2,0,7,4.069548827786958
0,42,0,2,20,14,1,2,0,3,0,10,3.8199578985571474
0,46,0,1,33,1,1,0,0,2,0,10,4.300978674371632
0,52,0,1,14,19,0,0,0,3,0,8,4.3131519203061375
1,40,0,1,19,14,0,0,0,3,1,8,4.277567157116929
1,60,0,2,24,19,0,0,0,3,0,12,4.363501280039722
1,20,3,0,4,8,1,0,0,1,0,5,3.884183719779189
1,40,2,1,32,1,0,1,0,2,0,7,4.208694969562841
1,44,0,1,28,9,0,0,0,2,0,7,4.146376220664175
0,27,0,1,15,4,1,0,0,2,0,7,3.9861879650463043
1,44,0,0,18,18,1,0,0,1,0,7,4.032820256519866
0,42,0,1,34,1,0,1,0,2,0,7,4.272804327334621
1,49,0,1,22,19,1,1,0,3,0,10,4.132481466909276
1,39,4,0,16,6,0,0,0,1,0,8,4.548097411114467
1,19,3,1,11,1,0,0,0,2,0,6,3.4713544870139286
1,64,0,3,39,17,1,1,0,5,0,11,4.38502739943295
0,52,4,1,16,28,1,2,0,2,0,10,4.286482267461659
1,42,0,2,34,1,0,2,0,3,0,9,4.132939970645878
0,22,0,1,13,1,1,0,0,2,0,6,3.4251185503571393
0,52,0,1,26,19,0,0,0,2,0,7,4.144788699110686
0,59,0,1,21,31,0,4,0,2,0,12,4.344862439985559
1,51,0,1,42,1,1,2,0,2,0,8,4.241175960408928
0,61,0,1,28,26,0,2,0,2,0,9,4.25442842955418
1,51,0,1,23,20,1,1,0,2,0,9,4.196770813222842
0,49,0,0,14,28,0,0,0,1,0,9,4.10621704899493
1,102,5,1,13,82,0,1,0,2,1,15,4.555723539223696
1,41,2,1,20,14,0,0,0,3,0,7,4.299403761075299
0,103,7,2,18,78,0,11,0,3,0,21,4.521283429798705
1,93,27,1,14,72,0,1,0,3,0,11,4.769883612384099
0,26,0,0,8,11,0,0,0,1,1,6,3.902174814211727
1,59,0,0,19,33,0,1,0,2,0,9,4.262307094167307
1,36,1,0,21,7,1,0,0,1,0,5,4.197159723424148
0,51,0,1,16,27,1,0,0,2,0,9,4.231563705591809
1,47,6,1,13,27,0,0,0,3,0,9,4.307159266931026
1,62,0,0,20,35,0,0,0,2,0,9,4.185668237939382
0,28,0,1,19,1,1,1,0,2,0,7,3.985228136034251
0,48,0,0,16,24,1,0,0,1,0,7,4.129247855285173
0,63,0,1,31,25,0,1,0,2,0,8,4.130633948458052
0,36,0,1,16,12,1,0,0,2,0,6,4.141604167868593
0,77,9,1,18,51,1,3,0,2,0,10,4.67906130188281
1,51,18,0,10,34,0,0,0,1,0,6,4.43674789082142
0,17,0,1,10,0,0,0,0,2,0,5,3.175123135113461
1,77,24,0,23,47,0,0,0,1,0,7,4.658156880136878
0,84,9,1,27,50,0,7,0,3,0,16,4.538284246065724
0,33,0,1,25,1,0,0,0,2,0,6,3.9225895736416696
0,122,6,1,33,51,1,2,0,3,0,16,4.64974657691758
1,60,0,0,17,35,1,1,0,1,0,11,4.329040021224233
1,38,1,1,21,10,0,0,0,3,1,7,4.106241250673739
0,26,0,1,19,0,0,0,0,2,0,5,3.921029621737614
1,34,2,1,20,7,0,0,0,2,1,6,4.256149238118269
1,43,2,2,19,17,0,1,0,3,0,11,3.9369833589507546
1,203,12,1,14,4,1,0,0,4,1,34,5.478942675908046
0,30,0,1,22,0,1,0,0,2,0,5,3.6980685120588386
0,69,0,2,25,37,0,0,0,4,0,12,4.297395660970515
0,44,1,1,22,15,0,3,0,2,0,9,4.049452072789394
0,64,0,1,29,28,0,4,0,3,0,11,4.224642047769036
0,32,0,1,24,1,0,0,0,2,0,6,4.093139062229566
1,32,0,0,9,16,0,0,0,2,0,7,3.9292292966721747
1,68,0,2,31,30,0,1,0,4,0,11,4.146091246127622
1,49,4,0,17,25,0,0,0,2,0,8,4.280340905640633
1,25,3,0,16,1,1,1,0,1,0,7,4.133660689688185
1,552,94,2,22,9,0,16,0,3,0,27,5.919773349671812
0,29,0,1,21,1,0,0,0,2,0,6,3.7848977027564086
0,82,11,0,11,63,1,7,0,1,0,16,4.544610354068112
0,41,0,1,16,6,1,0,0,2,0,9,4.324270834457101
1,91,0,1,19,31,1,0,1,5,0,15,4.5353755548315755
0,28,0,1,12,8,1,0,0,2,0,7,3.994680368408909
0,26,0,1,14,5,0,0,0,2,0,7,3.9790978911348036
1,32,3,1,20,4,1,0,0,2,0,7,3.9917292966721747
0,49,0,1,12,30,0,2,0,2,0,9,4.425635099084792
1,37,8,1,25,4,1,0,0,2,0,6,4.3374354600481295
1,129,41,3,73,48,1,1,0,5,0,13,4.823303881557057
0,54,0,0,17,30,0,3,0,1,1,9,4.180154864392036
1,49,4,1,19,23,0,0,0,3,0,8,4.351968966953429
0,27,0,1,18,1,1,0,0,2,0,6,3.615817594675933
0,20,0,0,11,1,1,0,0,1,0,5,3.546439344671015
0,30,0,1,21,1,1,0,0,2,0,6,3.856564762130954
0,113,0,1,15,91,0,0,0,3,0,19,4.441595823332192
1,21,5,0,8,6,0,0,0,1,0,6,3.4992275417233563
0,23,1,1,16,0,0,0,0,2,0,5,3.849223912390625
0,83,6,0,11,64,1,11,0,1,0,18,4.347225079617512
1,30,2,1,22,0,1,0,0,2,0,5,3.948394345536403
0,46,0,1,16,22,1,0,0,2,0,9,4.297336478740345
1,40,10,2,13,10,0,0,1,4,0,12,4.571928094887363
0,48,0,1,18,22,1,0,0,2,0,7,4.2644608760283615
0,75,0,2,14,54,0,0,0,4,0,11,4.380252571143406
1,78,9,3,69,1,1,2,0,4,0,10,4.746770571832187
1,50,0,1,25,18,0,2,0,2,0,11,4.486370130156178
1,80,25,1,27,45,1,0,0,3,0,8,4.623010557409425
0,32,0,2,23,1,1,0,0,3,0,7,3.917837797403416
0,33,0,1,24,1,1,0,0,2,0,6,3.7266988631353013
0,43,1,1,24,12,0,0,0,3,0,7,4.0765182426716855
0,37,0,1,28,1,1,0,0,2,0,6,4.1548709329626305
0,31,0,1,24,0,0,0,0,2,0,5,4.091135423220312
1,126,0,1,38,26,1,1,0,2,0,11,4.972570600190436
1,26,0,1,18,1,0,0,0,2,0,6,3.686419411348773
0,68,0,1,13,48,0,6,0,2,1,12,4.176356268041496
0,35,0,1,20,7,1,1,0,2,0,8,4.054721860532484
0,23,0,0,16,0,0,0,0,1,0,4,3.7622673906514943
1,37,8,1,25,5,0,0,0,2,0,7,4.432294243948858
0,28,1,1,15,6,0,0,0,2,0,6,3.8423709931771093
0,56,3,1,17,32,0,0,0,3,0,9,4.456484556133595
0,28,0,1,19,1,1,0,0,2,0,6,3.940759832540089
1,74,12,1,28,38,1,1,0,3,1,12,4.744888548805369
1,66,0,0,23,36,0,0,0,1,0,9,4.0229380156120715
0,40,0,1,25,8,0,0,0,2,0,6,3.9964393446710145
1,71,4,1,24,40,0,1,0,2,0,12,4.2584700077089925
0,77,4,1,14,10,1,1,0,4,0,15,4.5989990027090375
1,30,0,1,23,0,0,0,0,2,0,5,3.8150610122030697
0,24,0,1,16,1,0,0,0,2,0,6,3.4864405016961446
1,57,1,0,16,34,0,0,0,2,0,10,4.348167374110518
1,38,0,1,29,1,1,1,0,2,0,7,4.050301855434981
0,84,4,1,13,64,0,0,0,3,0,15,4.934250019028106
1,243,85,3,60,10,0,5,0,5,3,23,4.719288874603137
0,31,0,1,23,1,0,0,0,2,0,6,4.0667842134731025
1,49,0,1,17,25,0,1,0,3,0,11,4.239524579110022
1,79,25,1,22,33,0,0,0,2,0,9,4.949429881598737
0,25,0,1,17,1,0,0,0,2,0,6,3.753269689515107
1,123,15,4,46,19,1,0,0,5,3,18,4.766540747294447
1,38,8,1,25,5,1,0,0,2,0,7,4.43858836864981
1,51,10,2,43,1,0,2,0,3,0,9,4.470774116184353
1,73,0,0,15,22,0,1,1,3,0,13,4.419515662753737
0,41,3,1,22,12,0,0,0,2,0,8,4.208297968550675
1,56,0,0,23,26,0,5,0,1,0,13,4.211671949980976
0,53,0,1,18,28,0,2,0,3,0,9,4.255971992896315
1,19,0,0,12,0,0,1,0,1,0,5,3.681880802803401
1,106,18,3,45,54,0,3,0,4,0,14,4.78810913474292
1,34,9,2,12,15,0,1,0,4,1,9,4.1973257087065035
1,125,18,3,50,19,1,1,0,4,3,18,4.687784648170441
1,52,0,1,19,1,1,0,1,4,0,11,4.128351141951583
1,72,13,1,14,34,0,0,0,2,0,9,4.886541279304703
0,34,0,1,25,1,1,0,0,2,0,6,4.02085512047121
1,74,0,1,30,36,1,1,0,2,0,11,4.411147116210503
1,128,24,3,50,20,1,1,0,4,3,19,4.751408352803367
1,35,0,1,28,0,0,0,0,2,0,5,4.0220005168831525
1,58,0,1,22,29,0,0,0,4,1,10,4.300417263616583
1,99,12,0,11,81,0,0,0,1,0,7,5.492957696200646
1,68,0,1,48,13,0,3,0,3,1,10,4.242728511894104
0,77,3,1,22,48,0,4,0,2,0,12,4.129661788586731
0,77,1,1,16,54,0,0,0,3,0,16,4.571392547915886
1,105,0,1,32,37,0,1,1,3,0,15,4.502940729281091
1,119,26,3,42,20,0,0,0,4,3,18,4.807123201493533
0,47,0,1,19,21,0,0,0,2,0,7,4.06014563981535
1,40,0,0,10,23,0,0,0,2,0,8,4.106198332810094
1,54,26,1,13,34,0,0,0,2,0,7,4.5228629648860466
0,25,0,1,16,1,1,1,0,2,0,7,3.913269689515107
1,178,34,3,26,1,1,8,0,4,0,25,5.255168228567572
1,35,0,1,18,10,0,0,0,2,0,7,3.957295873840569
1,43,0,1,35,1,0,0,0,2,0,6,4.1581409171909165
0,59,0,1,18,34,0,2,0,2,0,10,4.332505559422837
