status,url_length,digits_len,num_subdomains,domain_length,path_length,has_ip,uses_https,count_hyphens,count_at,count_dots,suspicious_words,digit_ratio,special_char_count,shannon_entropy,relative_entropy
1,40,1,0,22,11,0,0,0,0,1,0,0.025,6,4.0439427079182675,0.9356802378785666
1,77,22,0,23,47,0,0,0,0,1,0,0.2857142857142857,7,4.739516133467922,0.939561029793345
0,52,0,1,15,30,0,0,0,0,3,0,0.0,9,4.1738228338092815,0.9502552825903802
0,109,8,1,14,87,0,1,8,0,2,0,0.07339449541284404,20,4.472332712476568,0.9206155225724846
1,109,5,2,15,66,0,0,2,0,4,0,0.045871559633027525,19,4.6200887758062565,0.9240177551612513
1,361,23,1,20,20,0,1,0,0,3,0,0.06371191135734072,12,4.972192095053959,0.9001785685777572
1,118,21,3,42,19,0,0,0,0,4,3,0.17796610169491525,17,4.660754115679904,0.9321508231359807
1,55,21,0,14,34,0,0,0,0,1,0,0.38181818181818183,6,4.649744605205977,0.9475949207767792
1,43,0,2,26,10,0,0,0,0,4,1,0.0,8,4.129184812590067,0.9554034037435046
0,27,0,1,15,4,0,1,0,0,2,0,0.0,7,3.8100810205217313,0.9525202551304328
1,123,10,3,23,20,0,1,0,0,9,0,0.08130081300813008,25,4.617550276447932,0.9320483055479377
0,58,0,1,21,30,0,0,3,0,2,0,0.0,10,4.2630931767824345,0.9559723169575455
0,44,0,1,36,1,0,0,0,0,2,0,0.0,6,3.9047413468971452,0.9364056537099722
0,24,0,2,15,1,0,1,0,0,3,0,0.0,7,3.6258145836939115,0.9523185145382813
0,57,0,1,24,25,0,1,0,0,3,0,0.0,9,4.3020412252843645,0.9647061762994299
1,359,7,3,23,23,0,0,0,0,22,0,0.019498607242339833,75,4.461929055450204,0.9006363042367553
1,23,6,1,14,1,0,1,0,0,2,0,0.2608695652173913,6,3.9361804341297555,0.962988677084999
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.7034651896016464,0.9479316348823462
1,113,10,1,15,76,0,1,1,0,2,0,0.08849557522123894,14,5.357802308891107,0.9353835046055442
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.8634651896016465,0.9658662974004116
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.7834651896016456,0.9458662974004114
1,33,0,1,24,1,0,1,0,0,2,0,0.0,6,4.248495255525412,0.9672559714132952
0,57,0,1,21,28,0,1,0,0,2,0,0.0,9,4.277991935514027,0.9593132715916128
1,69,0,1,17,45,0,0,1,0,4,2,0.0,12,4.2973956609705155,0.9372804380176697
0,34,0,1,26,1,0,0,0,0,2,0,0.0,6,4.116299605701696,0.9690136172697577
0,73,3,1,26,39,0,1,0,0,3,0,0.0410958904109589,10,4.3296814089920606,0.9211226329064258
0,23,0,1,16,0,0,0,0,0,2,0,0.0,5,3.882045108136863,0.9705112770342158
1,135,10,1,32,86,0,1,2,0,2,0,0.07407407407407407,18,5.202882335570103,0.9266520408037215
1,35,0,1,26,1,0,1,1,0,2,0,0.0,7,3.9713023022883713,0.9715812611702093
1,93,20,1,14,72,0,0,0,0,2,0,0.21505376344086022,10,4.548283108519099,0.9461092809374643
0,73,7,0,17,49,0,0,3,0,1,0,0.0958904109589041,10,4.6243734496357,0.9334255568234802
1,77,0,1,20,50,0,0,1,0,3,0,0.0,14,4.446627658152533,0.9249634633278386
1,45,0,0,15,23,0,0,0,0,2,2,0.0,8,4.188982196705437,0.9537066185110352
0,31,0,1,23,1,0,0,0,0,2,0,0.0,6,3.9292144551992183,0.961284446563259
0,75,0,1,18,49,0,1,5,0,2,0,0.0,14,4.108475446206573,0.9082390129984531
0,64,0,0,12,44,0,1,4,0,1,0,0.0,10,4.101563189275507,0.9338039113486223
0,31,0,1,22,1,0,1,0,0,2,0,0.0,6,3.80871969734407,0.9521799243360175
0,45,0,1,15,23,0,0,1,0,2,0,0.0,10,4.041092818215358,0.9350208354914049
1,47,12,1,18,21,0,1,0,0,2,0,0.2553191489361702,9,4.2988537451105335,0.9375984524266837
0,61,0,1,21,33,0,0,0,0,3,0,0.0,11,4.190491797916637,0.9540503097942225
0,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.7622673906514947,0.962982530117535
0,26,0,1,18,1,0,0,0,0,2,0,0.0,6,3.9500637564362093,0.966385239413675
1,78,0,1,10,32,0,0,0,1,4,0,0.0,14,4.581966046546631,0.9531158237398242
0,39,0,1,30,1,0,1,0,0,2,0,0.0,6,4.089781950065052,0.9627711247713047
1,46,5,1,18,21,0,0,0,0,3,0,0.10869565217391304,10,4.553362162946345,0.9576172224631121
0,22,0,1,13,1,0,1,0,0,2,0,0.0,6,3.5383105956150054,0.9561865251496295
1,87,0,1,21,26,0,1,1,1,4,0,0.0,16,4.38747208916507,0.9334173720453981
0,64,0,1,15,42,0,0,0,0,2,0,0.0,14,4.280388867995137,0.9335711834768303
0,57,0,1,30,20,0,0,0,0,2,0,0.0,7,4.128025595046605,0.9256842459012831
1,63,0,0,15,41,0,0,0,0,2,0,0.0,10,4.017884139432866,0.9458457392969414
1,190,39,1,13,44,0,0,11,0,5,0,0.20526315789473684,31,4.73656797803254,0.9092255262871871
1,32,6,0,14,11,0,0,0,0,1,0,0.1875,6,4.0625,0.9399739909615216
0,25,0,1,16,1,0,1,0,0,2,0,0.0,6,3.863465189601646,0.9658662974004115
1,263,51,11,214,42,0,0,0,1,13,0,0.19391634980988592,21,5.091499730499273,0.9383065443106631
0,80,5,1,17,56,0,0,5,0,3,0,0.0625,14,4.476441577715048,0.9414400605015938
0,30,0,0,22,1,0,0,0,0,1,0,0.0,5,3.8444138295776114,0.940537927532968
0,28,0,1,20,0,0,1,1,0,2,0,0.0,6,3.869331261111519,0.9673328152778797
1,21,0,1,14,0,0,0,0,0,2,0,0.0,5,3.5944656369614516,0.9713617598848829
1,24,2,0,5,12,0,0,0,0,1,0,0.08333333333333333,5,3.9072682296173897,0.9559152905772157
1,26,0,0,11,7,0,1,0,0,1,0,0.0,6,3.5654483718208247,0.9364633570578584
1,46,0,0,15,24,0,0,0,0,2,1,0.0,8,4.346627923721847,0.9608861260100013
1,63,0,2,22,34,0,0,0,0,3,0,0.0,11,4.169907163770267,0.9350759290361083
0,22,0,1,15,0,0,0,0,0,2,0,0.0,5,4.004886164091842,0.9797975711668521
0,84,1,1,17,60,0,0,8,0,2,0,0.011904761904761904,16,4.357401315553894,0.9383153003636131
0,70,0,1,16,47,0,0,3,0,2,0,0.0,10,4.26292297531505,0.9423819142361983
1,31,1,1,22,1,0,1,0,0,2,0,0.03225806451612903,6,3.821311940104173,0.9553279850260432
1,45,0,3,28,10,0,0,0,0,5,0,0.0,9,4.064323519495731,0.9567779832949608
1,119,11,0,25,86,0,1,8,0,1,0,0.09243697478991597,16,5.02390864342305,0.9202255828743294
1,58,23,1,18,33,0,0,0,0,2,0,0.39655172413793105,6,4.730669305726637,0.9640869739301721
1,121,18,4,46,20,0,0,0,0,5,3,0.1487603305785124,19,4.698505385603668,0.9483890203851773
0,53,0,1,17,28,0,1,1,0,3,0,0.0,10,4.126149643439027,0.9547011317286995
1,21,3,0,6,8,0,0,0,0,1,0,0.14285714285714285,5,3.844232898763191,0.9610582246907977
0,21,0,1,12,1,0,1,0,0,2,0,0.0,6,3.653756708287001,0.9596575005706076
1,186,50,1,16,163,0,0,2,0,2,2,0.26881720430107525,22,5.044006220356482,0.9414759233337665
0,51,0,1,28,16,0,0,3,0,3,0,0.0,10,4.105495871417869,0.9664703219217001
1,20,0,0,11,1,0,1,0,0,1,0,0.0,5,3.6464393446710153,0.9577355984191709
0,22,0,1,13,1,0,1,0,0,2,0,0.0,6,3.5726236638951634,0.965459225394398
1,41,2,1,24,10,0,0,2,0,3,1,0.04878048780487805,9,4.3570751751387204,0.963195644818047
1,124,25,3,50,19,0,0,1,0,4,3,0.20161290322580644,18,4.865301154265588,0.9485343542543286
0,30,0,1,22,1,0,0,0,0,2,0,0.0,6,3.6314018453921717,0.9537860062254605
0,60,1,1,35,18,0,0,0,0,2,0,0.016666666666666666,8,4.272638721469997,0.9581128464025244
1,124,20,3,50,19,0,0,1,0,4,3,0.16129032258064516,18,4.680160671099857,0.9360321342199714
1,75,19,0,14,53,0,1,0,0,1,0,0.25333333333333335,8,4.595783198295147,0.9559899930018271
0,19,0,1,10,1,0,1,0,0,2,0,0.0,6,3.3263604079526936,0.9615337935955439
1,123,0,0,17,61,0,0,1,1,5,0,0.0,20,4.490841428928976,0.9152112404845768
1,65,10,1,29,29,0,0,1,0,2,0,0.15384615384615385,9,4.622464452110132,0.9420353606919752
0,38,0,1,30,1,0,0,0,0,2,0,0.0,6,4.113206053476118,0.9517062670112089
0,24,0,1,16,1,0,0,1,0,2,0,0.0,7,3.7406015629507228,0.9574369876533757
0,73,6,0,11,55,0,0,5,0,1,0,0.0821917808219178,12,4.34938668359259,0.9365894433099532
0,16,0,0,9,0,0,0,0,0,1,0,0.0,4,3.327819531114783,0.9619555747789698
0,44,2,1,14,22,0,1,1,0,2,0,0.045454545454545456,9,4.325924732707133,0.9435027510097891
0,57,0,1,35,15,0,0,0,0,2,0,0.0,7,4.261528059510409,0.929457560195994
0,37,0,1,28,1,0,1,2,0,2,0,0.0,8,4.046762824854522,0.9704641746445822
1,51,0,1,25,18,0,1,1,0,3,0,0.0,9,4.272737538339062,0.9581350054751405
1,103,5,1,31,65,0,0,1,0,2,1,0.04854368932038835,14,4.53486329167207,0.906972658334414
1,28,0,1,19,1,0,1,0,0,2,0,0.0,6,3.7534343861887844,0.9383585965471961
1,59,8,1,37,15,0,0,0,0,2,0,0.13559322033898305,7,4.6727434224931255,0.9618694324205396
1,33,0,0,16,9,0,1,1,0,1,0,0.0,7,3.8212266049160206,0.9348651604492928
0,28,0,1,19,1,0,1,0,0,2,0,0.0,6,3.8423709931771084,0.9605927482942771
0,64,9,1,18,38,0,1,1,0,4,0,0.140625,14,4.7867384298164914,0.9489223713600851
0,88,0,1,14,66,0,1,0,0,2,0,0.0,13,4.237103352130045,0.924130426685846
1,107,16,1,19,81,0,0,1,0,2,0,0.14953271028037382,14,4.488198040206332,0.914672530955367
0,79,0,1,19,53,0,0,5,0,2,0,0.0,13,4.149566897867374,0.9173228836428642
1,35,1,0,12,15,0,1,2,0,1,0,0.02857142857142857,8,4.307714802597437,0.9659784409731074
0,44,0,1,13,24,0,0,1,0,2,0,0.0,8,4.146376220664175,0.9593811210253921
0,57,0,1,16,33,0,1,0,0,3,0,0.0,10,4.49711868982408,0.9567442536211441
0,35,0,2,27,1,0,0,0,0,3,0,0.0,7,3.992870516635899,0.9575401272816243
1,30,1,0,11,12,0,0,0,0,2,0,0.03333333333333333,6,3.8980685120588383,0.9536645746891815
0,32,0,1,23,1,0,1,0,0,2,0,0.0,6,4.155639062229566,0.9615243407555742
1,48,0,1,39,1,0,1,1,0,2,0,0.0,7,4.066340563438216,0.9408626136673828
1,36,0,0,11,18,0,0,0,0,2,1,0.0,7,3.7317461816973854,0.9329365454243463
0,66,0,0,14,45,0,0,2,0,1,0,0.0,9,4.086325188794539,0.930334671989476
1,114,0,1,21,61,0,0,1,1,5,0,0.0,20,4.513020726143366,0.9109491112981235
0,24,0,1,16,1,0,0,0,0,2,0,0.0,6,3.5739348962840563,0.9386923387622079
1,72,0,0,27,38,0,0,0,0,1,0,0.0,12,4.666064849014045,0.9332129698028091
1,39,0,1,17,15,0,0,0,0,2,0,0.0,8,4.111698692943855,0.9513574966246664
1,55,34,2,15,33,1,0,0,0,3,0,0.6181818181818182,7,4.0976622783587,0.9329157899900482
0,28,0,1,20,1,0,0,0,0,2,0,0.0,6,3.753434386188785,0.9607216517421235
1,79,10,1,13,58,0,1,1,0,3,0,0.12658227848101267,15,4.761395033848441,0.9359075795585052
0,34,0,1,16,10,0,1,0,0,2,0,0.0,7,4.157767533178668,0.946599968302904
1,27,0,1,17,3,0,0,1,0,2,0,0.0,8,3.8100810205217313,0.9525202551304328
0,51,0,1,15,29,0,0,6,0,2,0,0.0,12,4.358823019232458,0.9386214475870552
0,63,0,1,13,42,0,1,6,0,2,0,0.0,12,4.350240344705981,0.9367732692249916
1,35,0,2,27,1,0,0,1,0,3,1,0.0,8,4.085588016574085,0.9617838354454641
0,27,0,1,18,1,0,1,0,0,2,0,0.0,6,3.9302703722934544,0.9615427772527958
0,31,0,1,22,1,0,1,1,0,2,0,0.0,7,4.018081793978685,0.963586105886531
0,36,0,1,29,0,0,0,0,0,2,0,0.0,5,4.037844793048882,0.9505446550747757
0,21,0,1,13,1,0,0,0,0,2,0,0.0,6,3.6537567082870006,0.9596575005706075
1,34,0,0,13,14,0,0,0,0,1,0,0.0,7,3.8780682683455234,0.9487715042222225
0,24,0,1,16,1,0,0,0,0,2,0,0.0,6,3.7720552088742005,0.9654878007370163
1,32,3,1,25,0,0,0,0,0,2,0,0.09375,5,4.015319531114783,0.9629236808158292
1,54,4,3,26,21,0,0,0,0,4,0,0.07407407407407407,12,4.217488427929138,0.9457457336722002
1,43,1,3,35,1,0,0,1,0,4,0,0.023255813953488372,9,4.330464394730848,0.9573129398465277
1,78,1,1,29,18,0,0,0,0,3,0,0.01282051282051282,13,4.716456110593722,0.9270743114527721
0,46,0,1,17,22,0,0,1,0,2,0,0.0,8,4.072930304900479,0.9272850554420484
1,118,15,3,42,19,0,0,0,0,4,3,0.1271186440677966,17,4.624664204263201,0.9334842453794608
0,30,0,1,22,1,0,0,0,0,2,0,0.0,6,3.964735178725505,0.9507929224996049
1,128,19,3,50,20,0,1,1,0,4,3,0.1484375,19,4.778975004350157,0.9317042925029597
0,21,0,1,13,1,0,0,0,0,2,0,0.0,6,3.6537567082870006,0.9596575005706075
1,58,0,0,16,35,0,0,3,0,1,1,0.0,12,4.196247539824059,0.9409825956937397
1,40,0,1,24,9,0,0,1,0,3,1,0.0,8,4.165311532225102,0.9637623395799827
1,126,25,3,50,20,0,1,1,0,4,3,0.1984126984126984,19,4.74957757235352,0.9415556080613248
0,20,0,1,11,2,0,0,0,0,2,0,0.0,7,3.3841837197791884,0.9439941754198046
1,63,7,0,15,12,0,1,0,1,2,0,0.1111111111111111,11,4.6495221379166685,0.9385017965817317
1,92,8,1,36,48,0,1,1,0,2,0,0.08695652173913043,11,4.6740811521900305,0.9265892080582476
0,29,0,1,21,1,0,0,0,0,2,0,0.0,6,3.83127625337525,0.9578190633438125
0,63,7,1,27,29,0,0,0,0,3,0,0.1111111111111111,14,4.528734193877989,0.9420428213233814
0,54,0,1,21,25,0,1,0,0,2,0,0.0,10,4.3425789372284616,0.9351234749237836
0,61,0,1,31,23,0,0,1,0,2,0,0.0,8,4.052566435427009,0.9087629953759404
1,66,0,0,12,23,0,0,1,1,3,1,0.0,13,4.395757756472474,0.9465749103409927
1,33,0,1,25,1,0,0,0,0,2,1,0.0,6,3.861983513035609,0.9448363601158128
0,90,1,2,19,6,0,1,0,0,3,0,0.011111111111111112,16,4.690418136669026,0.9298278496259831
1,114,24,1,26,81,0,0,2,0,3,0,0.21052631578947367,15,4.809367567070502,0.9534083684329878
1,70,3,1,16,46,0,1,1,0,2,0,0.04285714285714286,11,4.943658467520811,0.9420211035416686
0,41,3,1,11,22,0,1,0,0,2,0,0.07317073170731707,9,4.210733711724087,0.9442310302788751
0,33,0,1,15,10,0,1,0,0,2,0,0.0,7,3.7556266947226713,0.9612827907042308
0,77,0,1,22,48,0,0,0,0,3,0,0.0,11,4.458571613198559,0.9376818297320207
1,79,15,1,14,34,0,0,0,0,2,0,0.189873417721519,10,4.722845900207722,0.9445691800415444
1,96,19,0,14,75,0,0,1,0,2,1,0.19791666666666666,12,4.72175394404805,0.94435078880961
0,49,0,1,18,24,0,0,2,0,2,0,0.0,10,4.3853459470228096,0.944332849212444
0,106,4,1,14,85,0,0,1,0,3,0,0.03773584905660377,15,4.945383044771758,0.9423497241726757
1,73,0,1,29,36,0,1,1,0,2,2,0.0,11,4.382534704196496,0.9323669628784604
1,53,6,3,36,10,0,0,2,0,5,0,0.11320754716981132,11,4.244838210523052,0.9258174324992611
0,30,0,1,22,1,0,0,0,0,2,0,0.0,6,3.8444138295776114,0.940537927532968
1,28,4,1,19,1,0,1,0,0,2,0,0.14285714285714285,6,3.695947226387471,0.946007351867453
1,50,11,2,14,29,1,0,1,0,4,0,0.22,12,4.353269689515107,0.9494668034537673
1,41,0,3,21,13,0,0,0,0,5,0,0.0,10,3.8275750301497777,0.9364183061243285
0,27,0,1,18,1,0,1,0,0,2,0,0.0,6,3.754163427768881,0.9609082557849692
0,25,0,1,17,1,0,0,0,0,2,0,0.0,6,3.5932696895151084,0.9710385692541911
1,86,36,1,21,15,0,0,1,0,2,0,0.4186046511627907,11,4.385986117816918,0.9028413495680505
1,48,5,1,17,12,0,1,0,0,3,0,0.10416666666666667,9,4.672995052579131,0.9619212296766955
0,34,0,1,26,1,0,0,2,0,2,0,0.0,8,4.160704752887783,0.9626964312084926
0,26,0,1,17,1,0,1,0,0,2,0,0.0,6,3.767183467891461,0.9642408395376892
0,32,0,0,11,13,0,1,0,0,1,0,0.0,6,4.179229296672174,0.9514861733349458
1,123,7,1,26,80,0,1,2,0,2,0,0.056910569105691054,19,5.2711473840304315,0.9388102912486448
0,59,0,1,26,26,0,0,1,0,3,0,0.0,8,4.479355125303006,0.9529651253722452
0,26,0,1,17,1,0,1,0,0,2,0,0.0,6,3.8441065448145375,0.9610266362036344
1,27,0,1,18,1,0,1,1,0,2,0,0.0,7,3.9582291686698787,0.9683829119432611
0,18,0,1,9,1,0,1,0,0,2,0,0.0,6,3.419381945646371,0.9538124722248903
0,63,0,0,21,35,0,0,0,0,1,0,0.0,9,4.404622678743983,0.926335833758398
0,109,0,1,23,13,0,1,8,0,2,0,0.0,17,4.350780225285777,0.93688952617993
1,51,0,0,16,28,0,0,0,0,2,0,0.0,7,3.981467872216055,0.9548056309979022
0,102,0,1,13,82,0,0,6,0,3,0,0.0,19,4.361376905438554,0.9391713970475315
0,52,0,1,15,29,0,1,0,0,2,0,0.0,9,4.04820612273929,0.921656094740582
1,69,2,0,14,48,0,0,0,0,3,2,0.028985507246376812,12,4.253259696367374,0.9402457040899581
1,218,81,1,12,33,0,0,1,0,3,2,0.37155963302752293,20,4.833825190632529,0.9210922174991456
0,34,0,1,16,10,0,1,0,0,2,0,0.0,6,4.057476076289931,0.9551660341305437
1,39,2,1,20,11,0,1,0,0,2,0,0.05128205128205128,8,4.218488360543355,0.9459699623855721
0,26,0,1,17,1,0,1,0,0,2,0,0.0,6,3.796217602590055,0.9490544006475138
1,32,3,1,23,1,0,1,0,0,2,0,0.09375,6,4.015319531114783,0.9452420076395706
0,32,0,1,18,7,0,0,0,0,2,0,0.0,7,3.8667292966721747,0.9666823241680437
0,28,0,1,20,1,0,0,0,0,2,0,0.0,6,4.039148671903071,0.9686382058444678
1,158,1,1,38,81,0,0,7,0,4,6,0.006329113924050633,27,4.682255486705228,0.9056718396106261
1,58,0,1,13,38,0,0,0,0,2,0,0.0,6,4.032285901818422,0.9492360425306896
0,57,0,1,16,34,0,0,4,0,3,0,0.0,11,4.052189033702152,0.9375882580035751
1,243,62,1,25,36,0,0,1,0,14,0,0.2551440329218107,42,5.084579315290475,0.9370311890669292
1,77,23,0,23,47,0,0,0,0,1,0,0.2987012987012987,7,4.757862282777997,0.9431979679222808
1,130,21,4,54,19,0,0,1,0,5,3,0.16153846153846155,19,4.8018941339091885,0.9361725835844456
1,23,0,0,14,1,0,1,1,0,1,0,0.0,6,3.9361804341297555,0.962988677084999
1,43,0,0,24,12,0,0,0,0,1,0,0.0,7,3.856870720856423,0.924925680802986
1,119,18,3,42,20,0,0,0,0,4,3,0.15126050420168066,18,4.826758594103221,0.9410201344237911
0,43,0,1,15,6,0,1,0,0,2,0,0.0,8,4.460921149950309,0.9490433698646589
0,30,0,1,22,1,0,0,0,0,2,0,0.0,6,4.12323142879762,0.970645430212419
1,41,0,2,23,9,0,1,1,0,3,0,0.0,10,3.790121211776855,0.9272552091549954
0,24,0,1,15,1,0,1,0,0,2,0,0.0,6,4.053508854797679,0.9720819567247931
1,41,0,1,13,21,0,0,0,0,2,0,0.0,8,4.275490346652224,0.9587523057386219
0,35,0,1,26,1,0,1,0,0,2,0,0.0,6,4.207435516759525,0.9735089118527268
1,40,0,2,26,7,0,0,0,0,3,0,0.0,8,3.875070520364181,0.929290219613987
1,33,3,1,14,11,0,1,0,0,2,0,0.09090909090909091,6,4.369707376737534,0.9659881790469412
0,48,0,1,17,24,0,0,0,0,3,0,0.0,10,4.3061275426950285,0.9519329202353819
1,117,20,3,42,20,0,0,0,0,4,3,0.17094017094017094,18,4.742333731065469,0.9484667462130938
1,41,0,0,13,21,0,0,0,0,2,0,0.0,8,3.955504603267742,0.9485793154312354
1,31,0,1,24,0,0,0,0,0,2,0,0.0,5,4.0022680844408445,0.9597937811966696
0,51,0,1,16,27,0,1,0,0,2,0,0.0,10,4.444401999165797,0.945528985727201
1,32,0,1,24,0,0,1,0,0,2,0,0.0,5,4.0511085007312415,0.9536670500874926
0,54,2,1,24,23,0,0,1,0,2,0,0.037037037037037035,10,4.194134262580249,0.9271751560657497
0,27,0,1,18,1,0,1,0,0,2,0,0.0,6,3.8282375018429553,0.9570593754607388
0,73,4,1,14,10,0,1,1,0,4,0,0.0547945205479452,15,4.647791339287023,0.9567331251292742
0,28,0,1,19,1,0,1,0,0,2,0,0.0,6,3.91379956460568,0.9575131852228567
0,33,0,2,25,1,0,0,0,0,3,0,0.0,7,4.020926316000353,0.9642682577287547
0,49,0,1,11,31,0,0,3,0,2,0,0.0,11,4.014635803423207,0.9627597143916514
1,37,0,1,19,11,0,0,0,0,2,0,0.0,7,3.98555573008451,0.9557859502763163
0,28,0,1,19,1,0,1,0,0,2,0,0.0,6,3.985228136034251,0.9557073891390907
1,68,23,1,22,38,0,1,0,0,2,0,0.3382352941176471,7,4.6841404594088605,0.954604625503774
1,91,8,1,36,48,0,0,1,0,2,0,0.08791208791208792,11,4.6736504483533565,0.9265038253885983
1,38,0,1,26,5,0,0,0,0,2,0,0.0,7,4.135699552746469,0.9569107726800931
1,80,26,1,14,34,0,0,0,0,2,0,0.325,10,5.0549500144337225,0.9563983600706676
1,125,18,3,50,20,0,0,1,0,4,3,0.144,19,4.790427514171856,0.9496536949379173
0,43,0,1,35,1,0,0,2,0,2,0,0.0,8,4.106984383697434,0.9502667081749469
1,50,1,0,17,26,0,0,1,0,2,1,0.02,9,4.183981820580905,0.9525681816351846
0,23,0,1,14,1,0,1,0,0,2,0,0.0,6,3.6096684774198886,0.9480777472327481
1,49,0,0,32,10,0,0,1,0,1,0,0.0,7,4.295746773031725,0.9632946842549431
0,35,7,1,14,13,0,1,0,0,2,0,0.2,7,4.364857659740294,0.9649160776710011
0,52,0,1,16,28,0,1,0,0,2,0,0.0,11,4.394359968893136,0.9462739131691993
1,60,6,0,22,31,0,0,2,0,1,0,0.1,11,4.475385338743006,0.9412179229701463
1,55,3,1,13,34,0,1,2,0,4,0,0.05454545454545454,14,4.5198310228836736,0.950565291150875
1,125,18,3,50,19,0,1,1,0,4,3,0.144,18,4.757940930489369,0.9352286353643452
1,111,23,0,15,89,0,0,1,0,2,0,0.2072072072072072,14,4.680608300282755,0.9125268160910637
0,111,4,1,17,87,0,0,5,0,2,1,0.036036036036036036,18,4.379146203923059,0.910926335775669
1,87,21,1,16,64,0,0,0,0,3,0,0.2413793103448276,10,4.802597122511202,0.9605194245022404
0,27,0,1,18,1,0,1,0,0,2,0,0.0,6,3.7541634277688813,0.9609082557849693
1,25,0,0,17,1,0,0,0,0,1,0,0.0,5,3.64307418942857,0.9568517419594147
1,54,10,1,18,29,0,0,1,0,2,0,0.18518518518518517,9,4.572030039553706,0.9411379015560852
0,29,0,1,20,1,0,1,0,0,2,0,0.0,6,4.21126073643228,0.9743939843455524
1,98,27,1,26,65,0,0,2,0,2,0,0.2755102040816326,14,4.826223625395555,0.9567499111289414
0,27,0,1,20,0,0,0,0,0,2,0,0.0,5,3.9582291686698796,0.9683829119432613
1,86,31,2,19,60,0,0,0,0,4,0,0.36046511627906974,9,4.834289575392974,0.950235849625362
0,37,6,1,16,13,0,1,0,0,2,0,0.16216216216216217,8,4.206225920256958,0.9576325013404714
1,57,0,0,14,36,0,0,1,0,1,0,0.0,10,4.281215067254662,0.9108116099716256
1,86,10,1,23,55,0,1,1,0,3,0,0.11627906976744186,15,4.817220609993433,0.9317776580220253
1,50,2,0,16,27,0,0,0,0,3,0,0.04,8,4.0231449409815765,0.9308680877270419
0,43,6,1,14,22,0,0,0,0,3,0,0.13953488372093023,9,4.34186497602557,0.9469793864928339
0,24,0,1,15,1,0,1,1,0,2,0,0.0,7,3.740601562950723,0.9574369876533758
0,72,0,0,17,47,0,1,3,0,1,0,0.0,10,4.185646925878171,0.9386054734834596
0,33,0,1,24,1,0,1,0,0,2,0,0.0,6,3.8471282101364253,0.941202002208197
1,75,6,2,39,29,0,0,2,0,3,0,0.08,12,4.575652864904122,0.9418836486790259
1,33,0,0,19,7,0,0,0,0,2,0,0.0,6,3.8848588918890474,0.9504328339534663
1,40,1,1,20,12,0,1,0,0,3,0,0.025,7,4.189822782008755,0.9694337087572369
1,30,0,1,15,7,0,1,0,0,2,0,0.0,7,3.8150610122030693,0.9537652530507673
1,81,24,1,19,55,0,0,0,0,2,0,0.2962962962962963,10,4.590902435937116,0.9356031781197242
0,56,0,1,16,32,0,1,0,0,2,0,0.0,10,4.179524288199184,0.937232509796025
1,73,0,0,14,52,0,0,2,0,3,0,0.0,13,4.310721436591319,0.9401868468746031
0,47,0,1,12,28,0,0,2,0,2,0,0.0,9,4.128640979153087,0.9552775725345998
0,84,14,1,11,66,0,0,0,0,3,0,0.16666666666666666,17,4.609712817494296,0.9488947820334658
1,85,28,2,18,60,0,0,0,0,4,0,0.32941176470588235,9,5.000279906598674,0.9748496797856308
1,42,0,1,34,0,0,1,0,0,2,0,0.0,5,4.061976875613827,0.9562255624086634
0,100,0,1,31,62,0,0,6,0,2,0,0.0,13,4.30276758724151,0.9153968235429575
0,94,0,1,21,65,0,1,1,0,2,0,0.0,15,4.654657577037545,0.9074674884697411
1,59,0,1,10,41,0,0,1,0,3,0,0.0,11,4.258530508971985,0.9288037815581202
0,27,0,1,18,1,0,1,0,0,2,0,0.0,6,4.004344446367528,0.9602917186717957
0,27,0,1,18,1,0,1,0,0,2,0,0.0,6,3.6060152796207325,0.9471182365294009
1,65,5,4,57,1,0,0,0,0,5,1,0.07692307692307693,9,4.346831421942539,0.9360391976637428
0,33,1,0,12,13,0,1,1,0,1,0,0.030303030303030304,6,4.066677073707229,0.9573320309344391
0,24,0,1,15,1,0,1,0,0,2,0,0.0,6,3.9387218755408675,0.9636104421039893
0,29,0,2,20,1,0,1,0,0,3,0,0.0,7,4.0472990984266435,0.9527702828303908
0,24,0,1,16,1,0,0,0,0,2,0,0.0,6,3.6572682296173893,0.9605798000153073
1,103,23,0,15,81,0,0,1,0,1,0,0.22330097087378642,13,4.641652261502333,0.912370744778071
0,39,0,1,16,15,0,1,0,0,2,0,0.0,6,4.265544846790009,0.9565220888157635
0,91,0,0,11,73,0,0,6,0,2,0,0.0,14,4.141345216068397,0.903245166218266
0,43,0,1,16,19,0,1,0,0,2,0,0.0,8,4.190929511009918,0.9541499640430274
0,30,0,1,21,1,0,1,0,0,2,1,0.0,6,3.5647351787255053,0.9633274557209224
0,45,7,1,26,1,0,0,0,0,2,0,0.15555555555555556,8,4.463749485074332,0.961216132166847
1,22,0,0,12,3,0,0,0,0,1,0,0.0,6,3.7321588913645694,0.9552760181100659
1,32,3,1,23,1,0,1,0,0,2,0,0.09375,6,3.952819531114783,0.947935401655321
0,38,0,1,30,1,0,0,0,0,2,0,0.0,6,4.1615008683082095,0.9628806349719398
