url_length,digits_len,num_subdomains,domain_length,path_length,uses_https,count_hyphens,count_at,count_dots,suspicious_words,special_char_count,shannon_entropy,status
24,0,1,15,1,1,0,0,2,0,6,3.6572682296173897,0
72,1,1,23,41,1,5,0,2,0,13,4.3905759189637745,0
83,6,1,16,46,1,0,0,2,0,13,5.100455697108121,1
63,0,1,23,25,1,0,0,3,0,11,4.5922262573700525,1
64,0,2,19,38,0,1,0,4,0,13,4.17832529025077,0
436,190,1,14,60,0,2,0,3,0,18,4.478045520168717,1
20,0,0,13,0,0,0,0,1,0,4,3.821928094887362,0
65,1,0,7,13,1,0,0,3,0,15,4.436561560418857,1
31,0,1,16,8,0,0,0,2,0,6,3.6837421818302887,0
94,15,2,24,43,1,0,1,7,0,14,4.688460097983368,1
97,0,1,25,64,1,7,0,2,0,15,4.295221416056419,0
63,8,1,18,37,1,1,0,4,0,14,4.736978884017096,0
38,0,1,21,9,1,0,0,2,0,7,4.260828171224455,1
127,18,3,50,19,1,1,0,4,3,18,4.855249872006545,1
76,9,3,50,19,0,1,0,4,2,10,4.616477764995684,1
648,132,1,18,16,1,1,0,3,2,35,5.827074088117939,1
49,1,1,13,19,1,0,0,3,0,10,4.494427130042125,1
69,0,1,16,46,0,0,0,2,0,13,4.573547601731285,0
49,3,3,40,1,1,2,0,4,1,10,4.254930446501112,1
128,23,3,50,20,1,1,0,4,3,19,4.821589555569029,1
25,0,1,18,0,0,0,0,2,0,5,3.703465189601647,1
22,1,1,11,4,0,0,0,2,0,6,3.538310595615005,0
42,6,1,34,1,0,2,0,2,0,8,4.272804327334621,1
105,5,1,20,77,1,2,0,5,1,16,4.656025194442742,1
64,0,1,26,31,0,0,0,2,0,9,4.19868417945087,1
34,0,2,25,1,1,0,0,3,0,7,4.02085512047121,0
41,0,0,13,21,0,0,0,1,0,8,3.8628151140048086,1
62,0,0,15,40,0,1,0,1,0,10,4.37464535245305,1
58,0,1,15,36,0,0,0,8,1,15,4.0877907457645195,1
36,0,1,16,13,0,0,0,3,0,9,4.027719015921096,1
71,6,3,38,26,0,2,1,5,0,12,4.639065697445789,1
64,3,1,27,30,0,1,0,2,0,8,4.913909765557392,0
52,3,1,25,20,0,1,0,2,0,8,4.079965439170122,1
66,3,1,14,45,0,4,0,2,0,12,4.493215385344135,0
30,4,1,22,1,0,0,0,2,0,6,3.8029100796497266,1
45,0,1,14,24,0,1,0,3,0,10,4.110987196609284,0
59,0,1,21,30,1,0,0,2,0,7,4.311401957764591,0
64,9,0,23,33,1,2,0,2,1,10,4.777518266288633,1
124,20,4,46,20,1,0,0,5,3,19,4.8366590656825785,1
23,0,1,16,0,0,1,0,2,0,6,3.675310868912364,0
26,0,1,17,1,1,0,0,2,0,6,3.950063756436209,0
22,0,1,13,1,1,0,0,2,0,6,3.606936732175321,0
50,0,1,16,26,1,0,0,2,0,10,4.390435500513583,0
39,4,1,30,1,1,1,0,2,0,7,4.490029141717277,1
42,0,1,22,13,0,1,0,2,0,8,4.243158791671846,0
40,0,1,25,8,0,0,0,2,0,6,4.108694969562841,0
21,1,0,6,8,0,0,0,1,0,5,3.844232898763191,1
31,3,1,20,4,0,0,0,2,0,7,4.0022680844408445,1
27,0,1,19,1,0,1,0,2,0,7,3.976385649991105,0
46,4,1,23,9,0,1,0,2,0,10,4.501397825434102,1
46,0,1,11,27,1,2,0,2,0,8,4.1699823363507,0
132,14,0,22,31,1,2,0,3,0,25,4.907269833156461,1
28,0,1,20,1,0,0,0,2,0,6,3.7979026896829464,0
43,0,1,18,18,0,2,0,2,0,9,4.100228707989217,0
26,4,1,17,1,1,1,0,2,0,7,3.979097891134804,1
44,0,1,16,20,1,0,0,2,0,7,4.1259990172041805,0
107,12,1,28,38,0,1,0,4,0,15,4.865912753397389,1
64,8,1,11,35,1,1,0,2,0,12,4.689464015923012,1
57,8,0,7,33,1,3,0,1,0,13,5.126492426331574,1
48,6,1,20,20,1,0,0,3,0,8,4.016541406655651,0
32,0,1,23,1,1,0,0,2,0,6,4.007048827786958,0
99,3,1,25,64,1,2,0,2,0,15,5.217359589987067,1
70,2,1,18,45,0,0,0,2,0,11,4.648586724205757,0
54,0,0,19,28,0,2,0,2,0,8,4.233795548692774,0
25,0,1,17,1,0,0,0,2,0,6,3.513269689515108,0
44,9,1,30,7,0,2,0,2,0,8,4.555467129755084,1
121,2,1,13,18,0,1,0,7,2,31,4.5089230457012945,1
34,0,1,16,10,1,0,0,2,0,6,4.057476076289931,0
57,2,1,16,34,0,1,0,3,0,10,4.279463041463261,0
96,9,1,17,71,1,1,0,2,0,10,5.3416474336764574,1
133,0,1,11,114,1,6,0,3,0,17,4.692312345779362,0
48,0,0,16,25,0,1,0,1,0,8,4.036239658478711,1
23,0,2,15,0,1,0,0,3,0,6,3.729446194905257,0
80,2,2,21,52,0,0,0,4,0,15,4.387125989868465,1
126,44,1,61,10,0,4,0,3,0,15,4.789853981370493,1
144,42,3,46,90,1,0,0,7,0,13,4.959577951764512,1
72,0,0,17,47,1,3,0,1,0,10,4.185646925878171,0
96,1,1,27,61,1,2,0,3,0,14,4.491715527798751,1
21,1,0,13,1,0,0,0,1,0,5,3.880179922675737,1
71,0,1,21,42,1,4,0,2,0,12,4.325804078851617,0
51,5,1,14,21,1,0,0,3,0,10,4.3955740580741685,0
36,0,1,29,0,0,1,0,2,0,6,4.093400348604438,0
54,0,1,16,31,0,2,0,3,0,11,4.210737909843948,1
117,24,3,42,20,0,0,0,4,3,18,4.873970224532268,1
93,10,1,20,65,1,1,0,3,0,16,4.773879344985184,0
128,14,3,50,20,1,1,0,4,3,19,4.698744604535832,1
59,4,2,21,31,0,0,0,4,0,11,4.524355498727642,0
28,0,1,19,1,1,0,0,2,0,6,3.815410725242699,1
47,0,1,12,28,0,0,0,3,0,9,4.27503639449854,0
63,0,1,19,37,0,1,0,2,1,12,4.334677646430646,1
56,0,1,21,28,0,1,0,2,0,10,4.3183535294637805,1
28,0,1,19,1,1,0,0,2,0,6,3.994680368408909,1
51,0,0,10,34,0,1,0,2,0,11,3.92416535258463,1
46,0,1,24,15,0,0,0,3,0,7,4.245431792590248,0
25,0,0,16,1,1,0,0,1,0,5,3.4292750707107125,0
30,0,1,18,5,0,0,0,2,0,7,3.831401845392171,1
56,0,0,21,28,0,0,0,2,0,7,4.015881369960098,1
75,0,0,8,60,0,1,0,2,0,13,4.3106255723229765,1
34,0,0,15,12,0,0,0,1,0,6,3.903208061647681,0
40,0,1,16,17,0,0,0,2,0,7,4.103055907333275,1
49,0,1,18,24,0,1,0,2,0,8,4.091665140378663,0
44,0,0,19,18,0,1,0,1,0,9,4.174674231978642,1
77,6,0,14,56,0,0,0,4,1,12,4.515253794712848,1
72,0,1,18,47,0,0,0,3,1,12,4.433319967558182,1
27,0,1,18,1,1,0,0,2,0,6,3.782122224145306,0
109,17,3,45,18,1,2,1,8,0,18,4.734824898986775,1
28,0,1,19,1,1,1,0,2,0,7,3.985228136034251,1
28,0,2,19,1,1,0,0,3,0,7,3.94075983254009,0
27,0,1,15,4,1,0,0,2,0,7,3.9121138909722304,0
86,0,0,16,40,0,1,1,3,0,14,4.421954042031814,1
43,3,1,22,1,0,0,0,2,0,10,4.489877254551157,0
54,0,0,16,31,0,0,0,2,0,9,4.0437092059799875,1
43,2,2,19,17,0,1,0,3,0,11,3.9369833589507546,1
46,0,0,11,28,0,0,0,1,1,9,4.030713380773163,1
67,18,1,14,46,0,0,0,2,0,9,4.524919325290886,1
118,5,1,26,85,0,1,0,2,1,17,4.59357334684809,1
24,0,1,15,1,1,0,0,2,0,6,3.4906015629507228,0
82,0,0,26,49,0,1,0,2,0,11,4.4143560421044965,1
43,0,1,31,5,0,1,0,2,0,8,4.2374411389168944,0
74,7,1,17,50,0,4,0,2,0,11,4.355959912979334,0
64,0,1,23,34,0,2,0,2,0,10,4.158617633875558,0
39,0,1,16,15,1,0,0,2,0,7,4.0478467699778795,0
35,0,1,27,1,0,0,0,2,0,6,3.88973793165199,0
24,0,0,15,1,1,0,0,1,0,5,3.6572682296173897,0
30,0,0,10,12,1,0,0,1,0,6,3.898068512058838,0
36,0,1,28,1,0,0,0,2,0,6,4.162573265150911,0
46,0,0,14,25,0,0,0,1,0,7,4.143476228766491,1
52,0,1,26,19,0,0,0,2,0,7,4.144788699110686,0
31,0,1,22,1,1,0,0,2,0,6,4.014860327200947,0
63,2,1,14,41,1,4,0,2,0,12,4.500524964140276,0
69,0,1,15,19,1,0,0,4,0,14,4.291131842049797,0
23,0,1,14,1,1,0,0,2,0,6,3.7294461949052566,0
40,0,1,17,16,0,0,0,3,0,9,4.293942707918268,0
41,0,1,34,0,0,4,0,2,0,9,3.646845529315216,0
35,0,1,27,0,1,0,0,2,0,5,4.047160074632759,1
46,0,1,21,17,1,1,0,3,0,8,4.085758358504456,1
36,1,1,27,1,1,0,0,2,0,6,3.9193819456463705,0
33,0,1,24,1,1,0,0,2,0,6,3.7118435602361175,0
100,0,1,22,71,0,0,0,3,0,13,4.226409812678531,0
34,0,1,25,1,1,0,0,2,0,6,3.9735127535760095,0
93,20,1,14,72,0,0,0,2,0,10,4.548283108519099,1
79,0,1,32,40,0,6,0,2,0,13,4.233339134852567,0
42,1,1,30,5,0,0,0,2,0,6,4.272804327334621,1
27,0,1,18,1,1,0,0,2,0,6,3.763965742824082,0
27,0,1,18,1,1,0,0,2,0,6,3.8282375018429553,0
48,0,1,16,25,0,1,0,2,0,9,4.2801876989901,0
28,0,1,20,0,1,0,0,2,0,5,3.9677201004745,0
88,0,0,20,60,1,0,0,2,1,9,4.464669619731898,1
23,0,1,14,1,1,0,0,2,0,6,3.4685766296878655,0
57,0,1,18,31,1,0,0,4,2,10,4.3417721464508645,1
32,0,0,16,9,0,0,0,1,0,6,3.840018266288633,1
25,0,0,6,11,1,1,0,1,1,6,4.263465189601645,1
34,4,1,26,0,1,0,0,2,0,5,4.17512313511346,1
22,0,1,14,1,0,0,0,2,0,6,3.3908054820769813,1
33,0,0,8,18,0,0,0,1,0,7,3.9424387261281417,1
216,72,0,18,25,0,0,0,2,1,17,4.664456724836767,1
74,1,1,18,49,0,0,0,3,0,11,4.047111899840506,0
109,0,1,23,13,1,8,0,2,0,17,4.350780225285777,0
127,38,1,61,10,1,4,0,3,0,15,4.839535944389553,1
52,0,4,44,1,0,2,0,5,1,11,4.130271631761389,1
92,0,1,26,59,0,1,0,2,0,14,4.27909532145484,1
131,8,0,14,36,1,1,0,3,0,20,4.820739224276872,1
75,4,0,25,43,0,0,0,3,2,11,4.285290445257775,1
40,0,1,17,16,0,1,0,2,0,8,4.234183719779189,0
77,22,0,23,47,0,0,0,1,0,7,4.705035327856836,1
53,4,1,21,25,0,0,0,2,0,9,4.284458313732673,1
55,0,1,19,28,1,2,0,2,0,12,4.280535396361308,1
45,0,0,11,27,0,2,0,2,0,9,4.280090318263434,1
70,8,0,17,46,0,3,0,1,0,10,4.590017217489901,0
74,0,0,7,60,0,6,0,1,0,12,4.140970225347356,0
44,0,1,18,19,0,0,0,2,0,10,4.278200517477363,0
57,0,1,21,28,1,0,0,2,0,9,4.277991935514027,0
65,0,1,24,34,0,0,0,3,0,10,4.1430604604373595,0
131,18,4,54,19,1,1,0,5,3,19,4.758374409121934,1
68,0,0,15,46,0,1,0,2,0,12,4.206383385393942,1
21,1,0,7,6,1,0,0,1,0,5,3.784941827437642,1
257,35,0,11,37,1,0,0,6,0,13,5.802526093954433,1
147,6,0,13,36,1,1,0,9,0,27,5.159706301512187,1
32,2,1,25,0,0,0,0,2,0,5,4.140319531114783,1
58,0,1,18,33,0,2,0,3,0,10,4.454807236761121,0
17,2,0,5,4,1,0,0,1,0,5,3.41041725276052,1
52,0,1,18,26,1,1,0,2,0,8,4.086048623870434,0
58,0,1,16,34,1,0,0,2,0,8,3.8837828319548504,1
68,0,1,33,28,0,4,0,3,0,11,4.327922539901155,0
29,0,1,22,0,0,0,0,2,0,5,3.715932185515029,0
25,0,0,17,1,0,0,0,1,0,5,3.753269689515107,1
204,79,1,15,23,1,0,0,3,2,17,4.734366802140299,1
39,0,0,17,14,1,0,0,1,0,6,4.131054782742918,1
24,0,1,17,0,0,0,0,2,0,5,3.7201755214643457,0
25,2,0,7,10,1,0,0,1,0,5,4.053660689688185,1
49,0,1,16,25,1,1,0,2,0,9,4.099631661308524,0
44,1,2,25,12,0,0,0,4,0,9,4.098652005434406,1
29,2,1,20,1,1,0,0,2,0,6,4.090234012145144,1
43,4,1,15,6,1,0,0,2,0,8,4.711034812791319,0
60,0,1,22,31,0,6,0,3,0,13,4.13183237120822,0
29,2,0,15,7,0,0,0,1,0,6,4.004364184708143,1
51,0,1,23,11,0,0,0,3,0,9,4.343514802543705,0
24,1,0,10,6,1,0,0,1,0,5,3.688721875540867,1
42,0,1,21,14,0,0,0,2,0,8,4.39293245965883,1
96,11,1,20,34,0,1,0,3,0,14,4.456464715452352,1
66,6,1,17,42,0,1,0,3,0,13,4.782512111553239,0
63,0,1,27,29,0,2,0,2,0,10,4.312043964443017,0
33,0,1,15,10,1,0,0,2,0,7,3.7556266947226713,0
50,0,3,42,1,0,0,0,4,0,8,4.229275070710713,1
81,4,1,22,20,1,0,1,4,0,13,4.556891479120283,1
35,0,1,27,1,0,0,0,2,0,6,3.85416328885666,0
55,0,2,35,5,0,1,0,3,0,11,4.330915395146161,1
37,3,0,20,9,1,0,0,1,0,6,4.060012149061901,0
127,24,3,50,19,1,1,0,4,3,18,4.901378144053189,1
14,0,0,7,0,0,0,0,1,0,4,3.521640636343319,0
35,0,0,17,11,0,0,0,2,0,6,4.093149802473811,1
78,7,1,12,59,0,4,0,3,0,13,4.570471213825608,0
31,2,0,5,19,0,2,0,1,0,7,4.091135423220311,1
55,1,2,12,36,0,0,0,4,0,11,4.162531305530888,0
29,0,2,20,1,1,0,0,3,0,7,3.857306856898128,0
46,0,1,14,25,0,1,0,3,0,11,3.86836705415663,1
99,5,0,12,80,0,2,0,1,1,16,4.511369091253838,1
45,0,0,19,19,0,0,0,1,0,9,4.213502264433443,1
25,0,1,17,1,0,0,0,2,0,6,3.6234651896016463,0
27,0,1,18,1,1,0,0,2,0,6,3.7262046313924566,0
66,0,0,12,23,0,1,1,3,1,13,4.395757756472474,1
72,0,1,31,33,1,3,0,3,0,12,4.164677828595851,1
44,1,1,21,16,0,0,0,3,0,8,4.112063152384017,1
425,17,2,13,10,0,0,1,24,0,97,4.713713338008886,1
54,5,1,13,34,0,1,0,2,0,10,4.388694214926111,0
115,8,2,31,57,0,1,0,4,0,19,4.66061643639424,1
44,0,1,27,9,1,0,0,2,0,6,3.993443130818709,1
157,30,0,15,107,0,0,0,3,3,18,5.558329628320694,1
57,0,1,23,27,0,2,0,3,0,9,4.248613478659509,0
56,0,1,16,33,0,1,0,2,0,11,3.940473896272171,1
189,37,5,51,63,0,1,0,6,2,24,4.951359051663897,1
61,0,1,16,38,0,1,0,2,0,11,4.272401017955156,1
44,0,1,35,1,1,0,0,2,0,6,4.0614821867207755,0
44,0,1,25,12,0,0,0,2,0,6,3.997188518009175,0
28,0,1,21,0,0,0,0,2,0,5,4.0661089398374815,1
96,0,1,20,69,0,0,0,4,0,15,4.201503285538248,1
89,8,1,14,67,1,8,0,2,1,18,4.523503758127286,0
98,10,1,13,55,1,1,0,3,1,20,4.929682456899816,1
70,0,0,15,48,0,1,0,2,1,13,4.08489941125717,1
32,0,1,25,0,0,1,0,2,0,6,4.077819531114783,1
133,5,1,23,103,0,1,0,2,1,18,4.525143187418524,1
38,2,0,9,22,0,0,0,1,0,6,4.504120605378049,1
45,0,1,19,19,0,0,0,2,0,9,3.968979207152324,1
42,0,1,13,22,0,0,0,4,1,10,3.912818244506912,1
31,0,1,23,1,0,0,0,2,0,6,4.235981390822668,0
28,0,0,10,11,0,0,0,1,0,6,4.137537511266052,0
45,0,1,13,25,0,0,0,2,0,9,4.35586608569048,0
20,1,0,7,6,0,1,0,1,0,6,3.746439344671015,1
58,6,1,15,22,0,0,0,3,0,10,4.827387244941066,1
114,5,1,17,73,1,2,0,2,2,18,4.762433655726084,1
70,6,3,38,24,1,2,0,4,0,14,4.523516902746279,1
32,0,1,25,0,0,0,0,2,0,5,4.015319531114783,1
27,0,1,19,1,0,0,0,2,0,6,3.5878587982995085,0
106,6,1,19,80,0,10,0,2,0,19,4.418332168311384,0
54,0,1,16,31,0,4,0,3,0,11,4.092876280647646,0
31,0,0,23,1,0,1,0,1,0,6,3.9746954079158976,1
57,5,1,16,33,1,2,0,3,0,11,4.495366664032678,0
98,0,1,23,34,1,0,1,4,0,15,4.322085070889687,1
31,0,1,23,1,0,0,0,2,0,6,4.0022680844408445,1
35,2,2,28,0,0,0,0,3,0,6,4.010389889552675,1
33,0,2,25,1,0,0,0,3,0,7,4.020926316000352,0
40,0,1,18,15,0,0,0,2,0,7,4.084183719779189,0
21,0,1,14,0,0,0,0,2,0,5,3.6537567082870006,0
27,0,0,15,5,0,0,0,1,0,7,3.778423503030126,1
26,1,0,10,9,0,0,0,1,0,6,3.6423714487439014,1
29,0,1,17,5,0,0,0,2,0,7,4.073329701949522,0
98,12,0,11,80,0,0,0,1,0,6,5.466715012849723,1
44,0,1,22,15,0,0,0,2,0,8,3.965145119504242,0
33,4,1,14,11,1,0,0,2,0,6,4.369707376737533,1
51,0,1,20,23,1,0,0,2,0,9,4.189116704878466,1
113,0,1,15,91,0,0,0,3,0,19,4.441595823332192,0
30,2,0,16,6,1,0,0,1,0,8,4.2817276788697365,1
88,0,0,26,55,0,1,0,2,0,12,4.374206723101003,0
29,0,1,21,1,0,0,0,2,0,6,4.090234012145145,0
23,0,0,15,1,0,0,0,1,0,5,3.969001629875993,1
67,0,2,36,23,1,1,0,3,0,9,4.41095705628492,0
60,0,1,19,34,0,0,0,3,0,10,4.229085753935211,0
36,0,1,29,0,0,2,0,2,0,7,4.048688113203415,0
150,73,3,40,9,0,0,0,5,0,12,4.430847778121618,1
77,10,0,27,22,0,0,0,3,0,9,4.802265034584405,1
126,19,3,50,19,0,1,0,4,3,18,4.669524758787854,1
101,7,1,18,4,1,1,1,4,0,13,4.994070888349657,1
35,4,1,27,1,0,0,0,2,0,6,4.204582217613528,1
219,0,1,18,194,0,0,0,8,0,38,3.8849058073002753,1
57,12,2,15,35,0,0,0,4,1,12,4.411947585047356,1
32,0,2,24,1,0,1,0,3,0,8,3.85845859334435,1
39,0,1,13,18,1,1,0,3,0,8,4.1604200911461655,1
29,0,1,21,1,0,0,0,2,0,6,3.8833374604210062,0
38,0,1,30,1,0,0,0,2,0,6,4.1615008683082095,0
164,10,0,24,22,0,1,0,2,0,14,5.212935410664421,1
65,0,1,17,40,1,6,0,3,0,14,4.262311997737562,0
17,0,1,9,1,0,0,0,2,0,6,3.2927701939369904,0
63,0,0,27,29,0,1,0,1,0,9,4.025001298412337,1
252,69,6,150,77,0,7,0,7,2,26,4.919690102116625,1
27,0,0,11,9,0,0,0,1,0,6,4.014146761422729,1
64,2,0,13,44,0,4,0,1,0,11,4.431554056131191,0
41,0,1,26,8,0,0,0,3,0,7,3.9787879799112353,0
38,0,1,27,4,0,0,0,2,0,6,4.063202513215851,0
35,0,0,11,17,0,1,0,1,0,6,3.85416328885666,0
15,1,0,4,4,0,0,0,1,0,5,3.4565647621309536,1
45,0,1,15,23,0,3,0,2,0,9,4.244320529942615,0
60,2,1,24,29,0,1,0,2,0,10,4.22339508076361,0
39,5,1,22,9,1,0,0,2,0,6,4.131054782742918,1
57,0,1,26,24,0,2,0,3,0,9,3.970116935134471,0
41,0,1,15,18,1,0,0,2,0,7,4.2963379801223045,0
38,0,1,17,13,1,0,0,2,0,7,3.997670276487612,0
58,0,1,21,30,0,3,0,2,0,10,4.2630931767824345,0
34,0,0,13,14,0,0,0,1,0,7,3.878068268345523,1
57,0,1,16,34,0,4,0,3,0,11,4.052189033702152,0
72,0,2,18,23,0,1,1,5,0,14,4.528077787434472,1
67,12,1,23,37,0,0,0,3,0,11,4.40340127379721,1
82,6,1,16,46,1,0,0,2,0,12,5.043544614839374,1
30,0,1,22,1,0,0,0,2,0,6,3.764735178725505,0
82,7,1,16,46,1,0,0,2,0,11,5.244329900774864,1
22,0,1,11,4,0,0,0,3,0,7,3.5726236638951634,1
57,0,4,44,6,0,2,0,5,1,11,4.207130531701609,1
48,0,1,17,23,1,1,0,2,0,9,4.163320189106001,0
92,4,1,15,69,1,0,0,3,0,16,4.506097483963487,0
71,1,1,23,41,0,0,0,3,0,10,4.397947169575876,1
28,0,1,20,1,0,0,0,2,0,6,3.6995138503199656,0
61,0,2,14,40,0,0,0,5,0,12,4.230363986531876,1
51,0,1,21,23,0,0,0,3,0,9,4.349210764415338,1
38,0,1,31,0,0,0,0,2,0,5,4.083067973799101,1
52,2,1,20,25,0,3,0,2,0,10,4.223632265843569,0
167,24,1,12,148,0,1,0,2,0,8,5.45883926910932,1
48,0,0,13,28,0,0,0,4,0,8,4.0540470120677385,1
42,1,1,17,17,1,0,0,3,0,9,3.89484473255064,0
47,1,0,17,23,0,1,0,1,0,6,4.418757405182869,1
68,1,1,29,32,0,4,0,3,0,11,4.22175664359419,0
25,0,1,18,0,0,0,0,2,0,5,3.9434651896016466,0
49,0,1,15,27,0,0,0,2,0,10,3.8763981728961534,0
38,4,0,13,17,1,0,0,1,0,8,4.218469211370855,1
34,0,1,26,1,0,0,0,2,0,6,3.8221819586428727,0
35,0,0,13,15,0,0,0,2,0,6,3.97130230228837,0
68,7,3,42,19,0,0,0,4,2,9,4.491207878838806,1
24,0,1,16,0,1,0,0,2,0,5,3.886842188131012,0
31,0,2,22,1,1,0,0,3,0,7,3.732444601324706,0
74,5,1,14,53,0,14,0,2,0,21,4.1574492257263715,0
45,9,3,28,10,0,0,0,4,0,8,4.385754484978179,1
49,0,1,23,19,0,0,0,2,0,9,4.084225793917433,1
43,0,1,12,24,0,1,0,2,0,9,4.060472755790457,0
42,0,0,15,19,1,0,0,1,0,8,4.0236521024129495,1
135,24,1,25,29,0,1,0,7,0,24,5.120494746528642,1
36,0,0,14,15,0,0,0,1,0,6,4.2390979179887855,1
53,0,1,20,25,1,0,0,3,1,8,4.343315209558402,1
47,0,1,17,23,0,2,0,2,0,9,4.341406936599894,0
127,19,3,50,20,0,1,0,4,3,19,4.763527505929817,1
33,0,0,22,4,0,0,0,1,0,6,3.76062054430996,0
58,2,0,17,34,0,4,0,1,0,10,4.251752383770156,0
167,26,0,16,116,0,0,0,5,1,21,5.435932779015546,1
44,0,1,20,17,0,0,0,2,0,7,4.10092167520963,0
32,0,0,17,8,0,0,0,1,0,5,3.7150182662886326,1
39,0,1,22,10,0,1,0,2,0,7,4.192346052629154,0
35,0,1,13,15,0,0,0,3,0,8,4.025591860285232,0
41,0,1,16,17,1,0,0,2,0,8,4.079347810555482,0
82,3,2,20,55,0,0,0,3,0,14,4.342010621725586,0
162,37,0,23,117,0,12,0,1,0,27,4.98441641876075,1
57,0,1,16,33,1,0,0,3,0,10,4.49711868982408,0
84,8,1,19,58,0,0,0,3,0,14,4.844540417203228,0
76,10,3,50,19,0,1,0,4,2,10,4.5514051848969075,1
72,0,0,21,44,0,1,0,1,0,12,4.004597447549596,1
70,17,3,49,13,1,2,0,5,0,12,4.587992796774528,1
159,54,0,17,27,0,6,1,3,0,19,4.876602415266716,1
101,6,1,17,4,1,0,1,5,0,13,5.090598836121315,1
39,0,1,25,7,0,0,0,2,0,6,4.092342603144792,0
41,0,2,24,10,0,0,0,4,0,8,4.143541333622539,1
41,0,1,33,1,0,3,0,2,1,9,4.106717553029199,1
171,26,1,20,116,0,0,0,6,1,22,5.416697384557743,1
39,0,0,23,7,0,1,0,1,0,8,4.169766962341045,1
55,0,1,14,34,0,0,0,3,0,10,4.246748295453604,0
59,0,1,21,31,0,5,0,3,0,12,4.143603067427471,0
66,0,1,20,39,0,1,0,3,2,12,4.069852074588732,1
22,0,1,13,1,1,0,0,2,0,6,3.5726236638951634,1
64,0,2,17,39,1,0,0,4,0,13,4.255488429816492,1
58,6,1,22,29,0,0,0,2,0,10,4.3038609005169235,0
63,0,2,55,1,0,4,0,3,0,11,4.310712963822282,1
58,0,0,15,36,0,0,0,2,1,9,4.088236117298362,1
21,0,1,13,1,0,0,0,2,0,6,3.5225715891363594,0
46,0,1,21,18,0,0,0,2,1,9,4.050204618865331,1
46,9,1,21,18,0,0,0,2,0,8,4.363038521594966,1
34,0,0,15,12,0,0,0,1,0,7,4.098944003766904,1
56,21,1,47,1,1,0,0,2,0,6,4.617547949145272,1
129,60,0,14,108,0,4,0,2,0,12,4.729986823780467,1
254,46,1,29,8,1,1,0,3,0,11,5.783795519808899,1
31,0,2,23,0,1,0,0,3,0,6,4.106949132758152,1
69,5,3,61,1,0,0,0,4,0,8,4.498472515766562,1
31,0,1,24,0,0,0,0,2,0,5,3.9377519554085865,1
60,10,1,24,29,0,2,0,2,0,10,4.690328621280336,1
275,101,1,20,82,0,1,0,3,2,23,4.831913819296192,1
91,6,1,16,68,0,7,0,2,0,16,4.413030492082215,0
49,0,1,31,11,0,0,0,2,0,7,4.115037528699616,1
63,0,1,19,36,1,2,0,3,0,10,4.068472885586725,0
33,0,1,16,10,0,0,0,2,0,8,3.7983512260625822,1
85,19,0,10,68,0,2,0,2,0,12,4.769085971840989,1
261,38,0,13,40,0,0,0,6,0,13,5.789171889235914,1
86,2,0,11,68,0,9,0,2,0,16,4.156338848372065,0
132,8,1,26,88,1,2,0,2,0,21,5.161088503552877,1
70,0,0,7,13,1,0,0,4,0,14,4.376878866939275,1
64,4,3,39,18,0,3,0,5,0,13,4.320967001462483,1
65,6,0,10,48,0,0,0,3,0,12,4.333283967769673,1
29,2,1,22,0,0,0,0,2,0,5,4.03039478823102,1
32,3,1,24,1,0,0,0,2,0,6,4.054229296672174,1
38,0,1,30,1,0,1,0,2,0,7,4.218469211370856,1
18,0,0,10,1,0,0,0,1,0,5,3.419381945646371,0
63,0,1,19,37,0,2,0,3,0,10,4.442862613969782,0
210,14,1,14,4,1,1,0,4,0,37,5.335964154987066,1
90,12,1,17,66,0,9,0,2,0,16,4.434823274695135,0
50,3,1,25,5,0,1,0,2,0,10,4.613660689688187,1
42,0,2,33,1,1,0,0,3,0,7,4.189238255803027,1
41,0,1,28,1,1,0,0,2,0,10,4.387443772646929,0
75,6,2,39,29,0,2,0,3,0,12,4.60231953157079,1
42,0,1,11,23,1,0,0,2,0,9,3.948765268419459,0
26,0,0,16,3,0,0,0,1,0,5,3.997952698660691,1
62,19,1,19,36,0,0,0,2,0,7,4.711945503795684,1
29,0,1,15,7,0,0,0,3,0,7,4.021268494903765,1
70,3,3,41,21,1,2,0,5,0,11,4.402596996364706,1
85,5,2,20,58,0,1,0,4,0,14,4.417927484406116,0
24,0,1,17,0,0,0,0,2,0,5,3.823934896284056,0
48,2,1,18,23,0,1,0,2,0,8,4.29040071973329,0
159,11,2,33,10,0,0,0,4,0,12,5.66246222281735,1
35,3,0,17,10,1,0,0,1,0,6,4.014438730983426,1
25,0,1,16,1,1,0,0,2,0,6,3.753269689515107,0
55,0,1,26,22,0,0,0,2,0,8,4.187405224699082,0
88,12,2,22,58,1,1,0,4,1,16,4.799055096609403,1
32,0,1,23,1,1,0,0,2,0,6,4.140319531114783,0
21,0,1,12,1,1,0,0,2,0,6,3.4273334938982645,0
26,0,1,17,1,1,0,0,2,0,6,3.8441065448145375,0
111,7,2,14,89,1,0,0,7,0,21,4.4879979688177825,0
24,0,1,16,1,0,0,0,2,0,6,3.740601562950723,0
42,3,1,10,25,0,3,0,3,0,10,4.246151577840245,0
124,20,3,50,19,0,1,0,4,3,18,4.680160671099857,1
99,7,1,20,4,0,0,1,4,0,12,5.141475560017514,1
